artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms.x,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms.y,time_signature,pid,genre
Wiz Khalifa,spotify:track:45n4xViJwwJCMKUyHXTCPJ,spotify:artist:137W8MRPWKqSmrBGDBFSop,Buss Down,spotify:album:5OgsnjK4e1JPtMzfp603n8,238918,Prince Of The City 2,0.755,0.64,0,-6.026,0,0.268,0.27,0,0.121,0.573,75.027,audio_features,45n4xViJwwJCMKUyHXTCPJ,https://api.spotify.com/v1/tracks/45n4xViJwwJCMKUyHXTCPJ,https://api.spotify.com/v1/audio-analysis/45n4xViJwwJCMKUyHXTCPJ,238919,4
Wiz Khalifa,spotify:track:7EJgk0d2aZi5IMoMh8I53u,spotify:artist:137W8MRPWKqSmrBGDBFSop,Keep The Conversation - Feat. Boaz,spotify:album:01fX1kXIK5SSpQwtP57QgD,248720,Show And Prove,0.624,0.808,7,-4.78,1,0.242,0.00339,1.34e-05,0.729,0.652,82.811,audio_features,7EJgk0d2aZi5IMoMh8I53u,https://api.spotify.com/v1/tracks/7EJgk0d2aZi5IMoMh8I53u,https://api.spotify.com/v1/audio-analysis/7EJgk0d2aZi5IMoMh8I53u,248720,4
Wiz Khalifa,spotify:track:45u83Y1YHDC1nYve0NGozt,spotify:artist:137W8MRPWKqSmrBGDBFSop,KK (feat. Project Pat & Juicy J),spotify:album:2pl9PVgr8QFKRGY0HY69GI,249177,Blacc Hollywood,0.71,0.799,10,-3.269,1,0.0592,0.0664,0,0.389,0.28,150.026,audio_features,45u83Y1YHDC1nYve0NGozt,https://api.spotify.com/v1/tracks/45u83Y1YHDC1nYve0NGozt,https://api.spotify.com/v1/audio-analysis/45u83Y1YHDC1nYve0NGozt,249178,4
Wiz Khalifa,spotify:track:74kniUex3nMuYB60moE59k,spotify:artist:137W8MRPWKqSmrBGDBFSop,Stayin Out All Night,spotify:album:2pl9PVgr8QFKRGY0HY69GI,257773,Blacc Hollywood,0.469,0.566,8,-7.051,1,0.157,0.106,0,0.136,0.688,149.631,audio_features,74kniUex3nMuYB60moE59k,https://api.spotify.com/v1/tracks/74kniUex3nMuYB60moE59k,https://api.spotify.com/v1/audio-analysis/74kniUex3nMuYB60moE59k,257773,4
Warren G,spotify:track:7nYvUtkQMx1v80S2FH2s9J,spotify:artist:2B4ZHz4QDWJTXPFPgO5peE,Regulate,spotify:album:2VMGv3inRLPM4GOMXf37qu,248866,Regulate… G Funk Era,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,audio_features,7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/tracks/7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/audio-analysis/7nYvUtkQMx1v80S2FH2s9J,248867,4
Tove Lo,spotify:track:14OxJlLdcHNpgsm4DRwDOB,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,Habits (Stay High),spotify:album:47C7w4o1resDhr7jvYEpxE,209160,Queen Of The Clouds,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,audio_features,14OxJlLdcHNpgsm4DRwDOB,https://api.spotify.com/v1/tracks/14OxJlLdcHNpgsm4DRwDOB,https://api.spotify.com/v1/audio-analysis/14OxJlLdcHNpgsm4DRwDOB,209160,4
J. Cole,spotify:track:6rbeWjEavBHvX2kr6lSogS,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,Work Out,spotify:album:4skqOUXyBUnzxVPNPxrGWV,234773,Cole World: The Sideline Story,0.831,0.427,2,-6.903,1,0.106,0.0531,0,0.316,0.216,93.004,audio_features,6rbeWjEavBHvX2kr6lSogS,https://api.spotify.com/v1/tracks/6rbeWjEavBHvX2kr6lSogS,https://api.spotify.com/v1/audio-analysis/6rbeWjEavBHvX2kr6lSogS,234773,4
Brother Ali,spotify:track:5PN0z8n30Cunx3hgXmC89s,spotify:artist:6CsleyOZtyt16saX8WhzDx,Forest Whitiker,spotify:album:603ZvattcltJ5hpm8nB2Nw,180066,Shadows On The Sun,0.771,0.513,10,-3.569,0,0.221,0.0446,0,0.0664,0.652,87.021,audio_features,5PN0z8n30Cunx3hgXmC89s,https://api.spotify.com/v1/tracks/5PN0z8n30Cunx3hgXmC89s,https://api.spotify.com/v1/audio-analysis/5PN0z8n30Cunx3hgXmC89s,180067,4
Childish Gambino,spotify:track:3HooZZPp0evFShqaJ2Pwer,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Heartbeat,spotify:album:4q5E2s5u5X5HT4UMJpbMKE,269840,Camp,0.8,0.569,1,-6.843,0,0.119,0.00545,0.000319,0.0542,0.325,119.954,audio_features,3HooZZPp0evFShqaJ2Pwer,https://api.spotify.com/v1/tracks/3HooZZPp0evFShqaJ2Pwer,https://api.spotify.com/v1/audio-analysis/3HooZZPp0evFShqaJ2Pwer,269840,4
Katy Perry,spotify:track:4kgsK0fftHtg9gZOzkU5T2,spotify:artist:6jJ0s89eD6GaHleKKya26X,Dark Horse,spotify:album:4lFDt4sVpCni9DRHRmDjgG,215672,PRISM,0.645,0.589,6,-6.131,1,0.0523,0.00396,0,0.145,0.35,131.899,audio_features,4kgsK0fftHtg9gZOzkU5T2,https://api.spotify.com/v1/tracks/4kgsK0fftHtg9gZOzkU5T2,https://api.spotify.com/v1/audio-analysis/4kgsK0fftHtg9gZOzkU5T2,215672,4
Childish Gambino,spotify:track:2ZBr6a8ecFqLJA0lcvFPCc,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,All The Shine,spotify:album:4q5E2s5u5X5HT4UMJpbMKE,346013,Camp,0.586,0.576,0,-7.732,0,0.133,0.0297,0.000171,0.16,0.307,79.986,audio_features,2ZBr6a8ecFqLJA0lcvFPCc,https://api.spotify.com/v1/tracks/2ZBr6a8ecFqLJA0lcvFPCc,https://api.spotify.com/v1/audio-analysis/2ZBr6a8ecFqLJA0lcvFPCc,346013,4
Childish Gambino,spotify:track:7wwifjNAb172PtDpKK3CoR,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,V. 3005,spotify:album:63McpWDS7P0dF06fqXQMCZ,234215,because the internet,0.472,0.457,6,-7.23,0,0.336,0.13,0,0.0975,0.643,165.969,audio_features,7wwifjNAb172PtDpKK3CoR,https://api.spotify.com/v1/tracks/7wwifjNAb172PtDpKK3CoR,https://api.spotify.com/v1/audio-analysis/7wwifjNAb172PtDpKK3CoR,234215,4
Slowly Drifting,spotify:track:5i2gyzp2q92YJbGtbCN3c7,spotify:artist:0xp2Fe6kuiCBp0cBFashgr,Wave's - Radio Edit,spotify:album:1ILtlKoLo9pfZfzqOje2cS,210590,Wave After Wave (I'm Away),0.762,0.681,5,-7.494,0,0.0281,0.0707,0.000122,0.111,0.375,119.982,audio_features,5i2gyzp2q92YJbGtbCN3c7,https://api.spotify.com/v1/tracks/5i2gyzp2q92YJbGtbCN3c7,https://api.spotify.com/v1/audio-analysis/5i2gyzp2q92YJbGtbCN3c7,210591,4
JAY Z,spotify:track:3lPAHV0b53zgRRm9LBgnTY,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,Empire State Of Mind,spotify:album:22v70dJq6kWS32SkR2c7kd,276920,The Blueprint 3,0.49,0.961,8,-1.595,0,0.398,0.0263,0,0.535,0.795,173.595,audio_features,3lPAHV0b53zgRRm9LBgnTY,https://api.spotify.com/v1/tracks/3lPAHV0b53zgRRm9LBgnTY,https://api.spotify.com/v1/audio-analysis/3lPAHV0b53zgRRm9LBgnTY,276920,4
JAY Z,spotify:track:5sNESr6pQfIhL3krM8CtZn,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,Numb / Encore,spotify:album:4lhyg7YGQagE8FT8cZBqyw,205733,Numb/Encore: MTV Ultimate Mash-Ups Presents Collision Course,0.687,0.793,2,-4.254,1,0.166,0.0603,0,0.582,0.751,107.045,audio_features,5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/audio-analysis/5sNESr6pQfIhL3krM8CtZn,205733,4
JAY Z,spotify:track:1xE7osYAtzz1PvLoVdOp5E,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,Change Clothes,spotify:album:4FWvo9oS4gRgHtAwDwUjiO,258426,The Black Album,0.895,0.628,10,-3.79,1,0.0473,0.0412,0,0.059,0.34,104.009,audio_features,1xE7osYAtzz1PvLoVdOp5E,https://api.spotify.com/v1/tracks/1xE7osYAtzz1PvLoVdOp5E,https://api.spotify.com/v1/audio-analysis/1xE7osYAtzz1PvLoVdOp5E,258427,4
JAY Z,spotify:track:4h5KBcltGefua73AUPYps7,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,Izzo (H.O.V.A.),spotify:album:69CmkikTHkGKdkrUZTtyWl,240626,The Blueprint,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,audio_features,4h5KBcltGefua73AUPYps7,https://api.spotify.com/v1/tracks/4h5KBcltGefua73AUPYps7,https://api.spotify.com/v1/audio-analysis/4h5KBcltGefua73AUPYps7,240627,4
JAY Z,spotify:track:6gpZSI0xEMTzleBc5ykOVA,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,Heart Of The City (Ain't No Love),spotify:album:69CmkikTHkGKdkrUZTtyWl,223240,The Blueprint,0.606,0.943,6,-3.948,1,0.276,0.088,0.0039,0.342,0.802,171.027,audio_features,6gpZSI0xEMTzleBc5ykOVA,https://api.spotify.com/v1/tracks/6gpZSI0xEMTzleBc5ykOVA,https://api.spotify.com/v1/audio-analysis/6gpZSI0xEMTzleBc5ykOVA,223240,4
Hozier,spotify:track:0IqKeD8ZSP72KbGYyzEcAs,spotify:artist:2FXC3k01G6Gw61bmprjgqS,Take Me To Church,spotify:album:36k5aXpxffjVGcNce12GLZ,241688,Hozier,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,audio_features,0IqKeD8ZSP72KbGYyzEcAs,https://api.spotify.com/v1/tracks/0IqKeD8ZSP72KbGYyzEcAs,https://api.spotify.com/v1/audio-analysis/0IqKeD8ZSP72KbGYyzEcAs,241688,4
G-Eazy,spotify:track:4Fv6wNYUixnYkj3Dgfrls8,spotify:artist:02kJSzxNuaWGqwubyUba0Z,Tumblr Girls,spotify:album:6wDc63NhKy2PyXdbhkRmrl,255680,These Things Happen,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,audio_features,4Fv6wNYUixnYkj3Dgfrls8,https://api.spotify.com/v1/tracks/4Fv6wNYUixnYkj3Dgfrls8,https://api.spotify.com/v1/audio-analysis/4Fv6wNYUixnYkj3Dgfrls8,255680,4
Doomtree,spotify:track:0mMQLayIrljkQA9jsvCRFP,spotify:artist:2VdhtgJVCayzvFtnq98XJn,Bangarang,spotify:album:5QT97aoWmZx0p7UUEcdhnx,241813,No Kings,0.484,0.937,6,-5.608,0,0.177,0.0704,0,0.752,0.688,75.992,audio_features,0mMQLayIrljkQA9jsvCRFP,https://api.spotify.com/v1/tracks/0mMQLayIrljkQA9jsvCRFP,https://api.spotify.com/v1/audio-analysis/0mMQLayIrljkQA9jsvCRFP,241813,4
Lil Wayne,spotify:track:079lsExLsjditCh8XyUn0L,spotify:artist:55Aa2cqylxrFIXC767Z865,Best Rapper Alive,spotify:album:7slHgsEMuJfnuft5LAPyw6,293680,Tha Carter II,0.633,0.879,2,-3.456,1,0.141,0.00453,0,0.822,0.416,151.51,audio_features,079lsExLsjditCh8XyUn0L,https://api.spotify.com/v1/tracks/079lsExLsjditCh8XyUn0L,https://api.spotify.com/v1/audio-analysis/079lsExLsjditCh8XyUn0L,293680,4
Lil Wayne,spotify:track:0nitSOenlpkqkDCEVy23OZ,spotify:artist:55Aa2cqylxrFIXC767Z865,Grown Man,spotify:album:7slHgsEMuJfnuft5LAPyw6,246413,Tha Carter II,0.788,0.729,7,-4.515,1,0.283,0.135,0,0.205,0.817,82.01,audio_features,0nitSOenlpkqkDCEVy23OZ,https://api.spotify.com/v1/tracks/0nitSOenlpkqkDCEVy23OZ,https://api.spotify.com/v1/audio-analysis/0nitSOenlpkqkDCEVy23OZ,246413,4
Lil Wayne,spotify:track:1iQi4lFpgIPTMeGXlQqZKk,spotify:artist:55Aa2cqylxrFIXC767Z865,Receipt,spotify:album:7slHgsEMuJfnuft5LAPyw6,228186,Tha Carter II,0.5,0.889,6,-3.554,0,0.37,0.0157,0,0.147,0.68,174.067,audio_features,1iQi4lFpgIPTMeGXlQqZKk,https://api.spotify.com/v1/tracks/1iQi4lFpgIPTMeGXlQqZKk,https://api.spotify.com/v1/audio-analysis/1iQi4lFpgIPTMeGXlQqZKk,228187,4
Lil Wayne,spotify:track:3XJJwzF5vUoNj1ASN7pymq,spotify:artist:55Aa2cqylxrFIXC767Z865,Feel Me,spotify:album:7slHgsEMuJfnuft5LAPyw6,228866,Tha Carter II,0.683,0.748,7,-6.283,1,0.196,0.00786,0,0.334,0.431,91.573,audio_features,3XJJwzF5vUoNj1ASN7pymq,https://api.spotify.com/v1/tracks/3XJJwzF5vUoNj1ASN7pymq,https://api.spotify.com/v1/audio-analysis/3XJJwzF5vUoNj1ASN7pymq,228867,4
Drake,spotify:track:6LxSe8YmdPxy095Ux6znaQ,spotify:artist:3TVXtAsR1Inumwj472S9r4,Headlines,spotify:album:6X1x82kppWZmDzlXXK3y3q,235986,Take Care,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,audio_features,6LxSe8YmdPxy095Ux6znaQ,https://api.spotify.com/v1/tracks/6LxSe8YmdPxy095Ux6znaQ,https://api.spotify.com/v1/audio-analysis/6LxSe8YmdPxy095Ux6znaQ,235987,4
Drake,spotify:track:7yfg0Eer6UZZt5tZ1XdsWz,spotify:artist:3TVXtAsR1Inumwj472S9r4,Make Me Proud,spotify:album:6X1x82kppWZmDzlXXK3y3q,219893,Take Care,0.684,0.486,1,-10.155,1,0.132,0.00268,0.000148,0.157,0.355,131.913,audio_features,7yfg0Eer6UZZt5tZ1XdsWz,https://api.spotify.com/v1/tracks/7yfg0Eer6UZZt5tZ1XdsWz,https://api.spotify.com/v1/audio-analysis/7yfg0Eer6UZZt5tZ1XdsWz,219893,4
Drake,spotify:track:0m1KYWlT6LhFRBDVq9UNx4,spotify:artist:3TVXtAsR1Inumwj472S9r4,HYFR (Hell Ya Fucking Right),spotify:album:6X1x82kppWZmDzlXXK3y3q,206626,Take Care,0.444,0.627,7,-8.744,0,0.252,0.123,0,0.0795,0.359,98.21,audio_features,0m1KYWlT6LhFRBDVq9UNx4,https://api.spotify.com/v1/tracks/0m1KYWlT6LhFRBDVq9UNx4,https://api.spotify.com/v1/audio-analysis/0m1KYWlT6LhFRBDVq9UNx4,206627,3
Drake,spotify:track:0jF2AdhsalO1L7KkhK4LE5,spotify:artist:3TVXtAsR1Inumwj472S9r4,Practice,spotify:album:6X1x82kppWZmDzlXXK3y3q,237733,Take Care,0.446,0.239,1,-15.327,1,0.0876,0.574,7.76e-05,0.12,0.31,104.675,audio_features,0jF2AdhsalO1L7KkhK4LE5,https://api.spotify.com/v1/tracks/0jF2AdhsalO1L7KkhK4LE5,https://api.spotify.com/v1/audio-analysis/0jF2AdhsalO1L7KkhK4LE5,237733,4
Drake,spotify:track:7v0hKO3RYhEXt2EPXf4AOS,spotify:artist:3TVXtAsR1Inumwj472S9r4,Show Me A Good Time,spotify:album:6jlrjFR9mJV3jd1IPSplXU,210360,Thank Me Later,0.667,0.734,6,-6.064,0,0.119,0.0386,0,0.108,0.704,128.318,audio_features,7v0hKO3RYhEXt2EPXf4AOS,https://api.spotify.com/v1/tracks/7v0hKO3RYhEXt2EPXf4AOS,https://api.spotify.com/v1/audio-analysis/7v0hKO3RYhEXt2EPXf4AOS,210360,4
Three 6 Mafia,spotify:track:5MYFw4T2gy52pOGBN4EYHS,spotify:artist:26s8LSolLfCIY88ysQbIuT,Stay Fly - Explicit Album Version,spotify:album:0kTLdP4XPeJGsbr2L8ikyF,236472,Most Known Unknown (Explicit),0.789,0.881,11,-5.758,1,0.0331,0.109,0,0.355,0.647,133.299,audio_features,5MYFw4T2gy52pOGBN4EYHS,https://api.spotify.com/v1/tracks/5MYFw4T2gy52pOGBN4EYHS,https://api.spotify.com/v1/audio-analysis/5MYFw4T2gy52pOGBN4EYHS,236600,4
Childish Gambino,spotify:track:0uMUvbkTdjBNZ5UuHZ5PIj,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,IV. sweatpants,spotify:album:63McpWDS7P0dF06fqXQMCZ,180675,because the internet,0.644,0.469,1,-9.117,0,0.238,0.179,0,0.658,0.615,79.991,audio_features,0uMUvbkTdjBNZ5UuHZ5PIj,https://api.spotify.com/v1/tracks/0uMUvbkTdjBNZ5UuHZ5PIj,https://api.spotify.com/v1/audio-analysis/0uMUvbkTdjBNZ5UuHZ5PIj,180675,4
