,href,id,name,popularity,type,uri,genres_str,total_followers
25,https://api.spotify.com/v1/artists/0vWCyXMrrvMlCcepuOJaGI,0vWCyXMrrvMlCcepuOJaGI,BOYS LIKE GIRLS,58,artist,spotify:artist:0vWCyXMrrvMlCcepuOJaGI,"neon pop punk,pop punk",1202323
26,https://api.spotify.com/v1/artists/5tKXB9uuebKE34yowVaU3C,5tKXB9uuebKE34yowVaU3C,Iyaz,66,artist,spotify:artist:5tKXB9uuebKE34yowVaU3C,"dance pop,pop rap,post-teen pop",954112
27,https://api.spotify.com/v1/artists/6LqNN22kT3074XbTVUrhzX,6LqNN22kT3074XbTVUrhzX,Kesha,77,artist,spotify:artist:6LqNN22kT3074XbTVUrhzX,"dance pop,pop",7909664
28,https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,88,artist,spotify:artist:1uNFoZAHBGtllmzznpCI3s,"canadian pop,pop",75495701
29,https://api.spotify.com/v1/artists/0QJIPDAEDILuo8AIq3pMuU,0QJIPDAEDILuo8AIq3pMuU,M.I.A.,65,artist,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,"escape room,indietronica,neo-synthpop,new rave",1327973
30,https://api.spotify.com/v1/artists/0C0XlULifJtAgn6ZNCW2eu,0C0XlULifJtAgn6ZNCW2eu,The Killers,76,artist,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,"alternative rock,dance rock,modern rock,permanent wave,rock",7308208
31,https://api.spotify.com/v1/artists/6FBDaR13swtiWwGhX1WQsP,6FBDaR13swtiWwGhX1WQsP,blink-182,77,artist,spotify:artist:6FBDaR13swtiWwGhX1WQsP,"alternative metal,modern rock,pop punk,punk,rock,socal pop punk",8251915
32,https://api.spotify.com/v1/artists/3vAaWhdBR38Q02ohXqaNHT,3vAaWhdBR38Q02ohXqaNHT,The All-American Rejects,65,artist,spotify:artist:3vAaWhdBR38Q02ohXqaNHT,"alternative metal,modern rock,neo mellow,neon pop punk,pop punk,pop rock,post-grunge",2635106
33,https://api.spotify.com/v1/artists/5ILrArfIV0tMURcHJN8Q07,5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,62,artist,spotify:artist:5ILrArfIV0tMURcHJN8Q07,"lilith,neo mellow,piano rock,pop rock,post-teen pop",627732
34,https://api.spotify.com/v1/artists/7vWBZm3sQ8yQvfV4nXxHXK,7vWBZm3sQ8yQvfV4nXxHXK,Cris Cab,41,artist,spotify:artist:7vWBZm3sQ8yQvfV4nXxHXK,,65379
35,https://api.spotify.com/v1/artists/6S2OmqARrzebs0tKUEyXyp,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,75,artist,spotify:artist:6S2OmqARrzebs0tKUEyXyp,"pop,post-teen pop",26562454
36,https://api.spotify.com/v1/artists/3ao3jf5d70Tf4fPh2bnXVl,3ao3jf5d70Tf4fPh2bnXVl,We The Kings,57,artist,spotify:artist:3ao3jf5d70Tf4fPh2bnXVl,"neon pop punk,piano rock,pop punk",1268569
37,https://api.spotify.com/v1/artists/26bcq2nyj5GB7uRr558iQg,26bcq2nyj5GB7uRr558iQg,Survivor,66,artist,spotify:artist:26bcq2nyj5GB7uRr558iQg,"album rock,glam metal,hard rock,soft rock",1126570
38,https://api.spotify.com/v1/artists/7zdmbPudNX4SQJXnYIuCTC,7zdmbPudNX4SQJXnYIuCTC,Daniel Tidwell,37,artist,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,scorecore,31884
39,https://api.spotify.com/v1/artists/6BKWwLs98ZY3ifhCDNGvLk,6BKWwLs98ZY3ifhCDNGvLk,Kaleptik,24,artist,spotify:artist:6BKWwLs98ZY3ifhCDNGvLk,scorecore,8015
40,https://api.spotify.com/v1/artists/6Gp8BbKAqPO3R0UAYkm8J0,6Gp8BbKAqPO3R0UAYkm8J0,Ben Foster,27,artist,spotify:artist:6Gp8BbKAqPO3R0UAYkm8J0,british soundtrack,5553
41,https://api.spotify.com/v1/artists/3cR4rhS2hBWqI7rJEBacvN,3cR4rhS2hBWqI7rJEBacvN,Leslie Odom Jr.,69,artist,spotify:artist:3cR4rhS2hBWqI7rJEBacvN,"broadway,show tunes,vocal jazz",270440
42,https://api.spotify.com/v1/artists/6sLwRSXSUF5JTUnQaFenyj,6sLwRSXSUF5JTUnQaFenyj,Christopher Jackson,64,artist,spotify:artist:6sLwRSXSUF5JTUnQaFenyj,show tunes,52357
43,https://api.spotify.com/v1/artists/4aXXDj9aZnlshx7mzj3W1N,4aXXDj9aZnlshx7mzj3W1N,Lin-Manuel Miranda,71,artist,spotify:artist:4aXXDj9aZnlshx7mzj3W1N,"broadway,show tunes",657836
44,https://api.spotify.com/v1/artists/36QJpDe2go2KgaRleHCDTp,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,75,artist,spotify:artist:36QJpDe2go2KgaRleHCDTp,"album rock,classic rock,hard rock,rock",14342320
45,https://api.spotify.com/v1/artists/4e5V1Q2dKCzbLVMQ8qbTn6,4e5V1Q2dKCzbLVMQ8qbTn6,Collective Soul,59,artist,spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6,"alternative rock,grunge,nu metal,pop rock,post-grunge,rock",1103523
46,https://api.spotify.com/v1/artists/2NPduAUeLVsfIauhRwuft1,2NPduAUeLVsfIauhRwuft1,Nightwish,64,artist,spotify:artist:2NPduAUeLVsfIauhRwuft1,"fantasy metal,finnish metal,finnish power metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",2171549
47,https://api.spotify.com/v1/artists/5GtMEZEeFFsuHY8ad4kOxv,5GtMEZEeFFsuHY8ad4kOxv,Seal,62,artist,spotify:artist:5GtMEZEeFFsuHY8ad4kOxv,"british soul,new wave pop",1851647
48,https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,78,artist,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,"album rock,british invasion,classic rock,rock",14039566
49,https://api.spotify.com/v1/artists/4MVyzYMgTwdP7Z49wAZHx0,4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd,71,artist,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,"album rock,classic rock,hard rock,rock,southern rock",5140391
50,https://api.spotify.com/v1/artists/29kkCKKGXheHuoO829FxWK,29kkCKKGXheHuoO829FxWK,Boston,65,artist,spotify:artist:29kkCKKGXheHuoO829FxWK,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock",2744361
51,https://api.spotify.com/v1/artists/0PFtn5NtBbbUNbU9EAmIWF,0PFtn5NtBbbUNbU9EAmIWF,TOTO,74,artist,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,"album rock,classic rock,hard rock,mellow gold,rock,soft rock,yacht rock",2936965
52,https://api.spotify.com/v1/artists/2hl0xAkS2AIRAu23TVMBG1,2hl0xAkS2AIRAu23TVMBG1,Kansas,67,artist,spotify:artist:2hl0xAkS2AIRAu23TVMBG1,"album rock,classic rock,hard rock,heartland rock,mellow gold,progressive rock,rock,soft rock",1571894
53,https://api.spotify.com/v1/artists/1dfeR4HaWDbWqFHLkxsg1d,1dfeR4HaWDbWqFHLkxsg1d,Queen,83,artist,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,"classic rock,glam rock,rock",50058772
54,https://api.spotify.com/v1/artists/3qm84nBOXUEQ2vnTfUTTFC,3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,78,artist,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,"glam metal,hard rock,rock",30883672
55,https://api.spotify.com/v1/artists/3IYUhFvPQItj6xySrBmZkd,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,80,artist,spotify:artist:3IYUhFvPQItj6xySrBmZkd,"album rock,classic rock,country rock,mellow gold,rock,southern rock,swamp rock",6636884
56,https://api.spotify.com/v1/artists/27T030eWyCQRmDyuvr1kxY,27T030eWyCQRmDyuvr1kxY,Scorpions,71,artist,spotify:artist:27T030eWyCQRmDyuvr1kxY,"album rock,german hard rock,german metal,german rock,hard rock,rock",7164615
57,https://api.spotify.com/v1/artists/2Hkut4rAAyrQxRdof7FVJq,2Hkut4rAAyrQxRdof7FVJq,Rush,64,artist,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,"album rock,canadian metal,classic canadian rock,classic rock,hard rock,progressive rock,rock",2306608
58,https://api.spotify.com/v1/artists/7lXgbtBDcCRbfc5f8FhGUL,7lXgbtBDcCRbfc5f8FhGUL,Hoody,50,artist,spotify:artist:7lXgbtBDcCRbfc5f8FhGUL,"k-rap,korean r&b",385132
59,https://api.spotify.com/v1/artists/2e4G04F77jxVuDYo44TCSm,2e4G04F77jxVuDYo44TCSm,Loco,57,artist,spotify:artist:2e4G04F77jxVuDYo44TCSm,"k-pop,k-rap,korean r&b",445645
60,https://api.spotify.com/v1/artists/0hT0UrjmzkLJouAT52ck6j,0hT0UrjmzkLJouAT52ck6j,Park Kyung,33,artist,spotify:artist:0hT0UrjmzkLJouAT52ck6j,korean pop,65534
61,https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX,3Nrfpe0tUJi4K4DXYWgMUX,BTS,85,artist,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,"k-pop,k-pop boy group,pop",73662035
62,https://api.spotify.com/v1/artists/3g34PW5oNmDBxMVUTzx2XK,3g34PW5oNmDBxMVUTzx2XK,Lovelyz,40,artist,spotify:artist:3g34PW5oNmDBxMVUTzx2XK,"k-pop,k-pop girl group",435407
63,https://api.spotify.com/v1/artists/7cVZApDoQZpS447nHTsNqu,7cVZApDoQZpS447nHTsNqu,LeeHi,64,artist,spotify:artist:7cVZApDoQZpS447nHTsNqu,k-pop,1744558
64,https://api.spotify.com/v1/artists/3uGFTJ7JMllvhgGpumieHF,3uGFTJ7JMllvhgGpumieHF,AILEE,56,artist,spotify:artist:3uGFTJ7JMllvhgGpumieHF,k-pop,1137872
65,https://api.spotify.com/v1/artists/1ukccHTdm6Xjmag0QLNJBx,1ukccHTdm6Xjmag0QLNJBx,Miso,11,artist,spotify:artist:1ukccHTdm6Xjmag0QLNJBx,k-pop,34710
66,https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby,5HenzRvMtSrgtvU16XAoby,Zion.T,54,artist,spotify:artist:5HenzRvMtSrgtvU16XAoby,"k-pop,k-rap,korean r&b",610398
67,https://api.spotify.com/v1/artists/2JhAlkmukNvarUpGhTFXUQ,2JhAlkmukNvarUpGhTFXUQ,KARD,54,artist,spotify:artist:2JhAlkmukNvarUpGhTFXUQ,k-pop,1956150
68,https://api.spotify.com/v1/artists/5kPedB70NoaucwCvU7awih,5kPedB70NoaucwCvU7awih,Artist Page Redirect Cleanup 2023,0,artist,spotify:artist:5kPedB70NoaucwCvU7awih,,46
69,https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI,4XDi67ZENZcbfKnvMnTYsI,Jay Park,64,artist,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,"k-pop,k-rap,korean r&b",2081855
70,https://api.spotify.com/v1/artists/4XpUIb8uuNlIWVKmgKZXC0,4XpUIb8uuNlIWVKmgKZXC0,ZICO,69,artist,spotify:artist:4XpUIb8uuNlIWVKmgKZXC0,"k-pop,korean r&b",1497006
71,https://api.spotify.com/v1/artists/41MozSoPIsD1dJM0CLPjZF,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,79,artist,spotify:artist:41MozSoPIsD1dJM0CLPjZF,"k-pop,k-pop girl group,pop",49381693
72,https://api.spotify.com/v1/artists/1sVSMPPNMMSZ7cQNfbvMOe,1sVSMPPNMMSZ7cQNfbvMOe,Eddy Kim,44,artist,spotify:artist:1sVSMPPNMMSZ7cQNfbvMOe,"k-pop,korean pop,korean singer-songwriter",347739
73,https://api.spotify.com/v1/artists/6zhAP0FoDccL9kuETOC20q,6zhAP0FoDccL9kuETOC20q,Jung Yong Hwa,43,artist,spotify:artist:6zhAP0FoDccL9kuETOC20q,korean pop,218267
74,https://api.spotify.com/v1/artists/6dCz3spfpIvqqqsIoP6wXi,6dCz3spfpIvqqqsIoP6wXi,CNBLUE,49,artist,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,"k-pop,k-pop boy group",705807
75,https://api.spotify.com/v1/artists/2uWcrwgWmZcQc3IPBs3tfU,2uWcrwgWmZcQc3IPBs3tfU,Apink,51,artist,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,"k-pop,k-pop girl group",1220694
76,https://api.spotify.com/v1/artists/4U80LJd8sG6U9YTFP5izka,4U80LJd8sG6U9YTFP5izka,Suzy,49,artist,spotify:artist:4U80LJd8sG6U9YTFP5izka,k-pop,475867
77,https://api.spotify.com/v1/artists/4ufh0WuMZh6y4Dmdnklvdl,4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN,62,artist,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,k-pop,2688612
78,https://api.spotify.com/v1/artists/3JsHnjpbhX4SnySpvpa9DK,3JsHnjpbhX4SnySpvpa9DK,V,81,artist,spotify:artist:3JsHnjpbhX4SnySpvpa9DK,"j-division,korean ost",18255749
79,https://api.spotify.com/v1/artists/4Kxlr1PRlDKEB0ekOCyHgX,4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG,64,artist,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,"k-pop,k-pop boy group",4879174
80,https://api.spotify.com/v1/artists/30b9WulBM8sFuBo17nNq9c,30b9WulBM8sFuBo17nNq9c,G-DRAGON,57,artist,spotify:artist:30b9WulBM8sFuBo17nNq9c,"k-pop,k-rap",2847127
81,https://api.spotify.com/v1/artists/6udveWUgX4vu75FF0DTrXV,6udveWUgX4vu75FF0DTrXV,TAEYANG,61,artist,spotify:artist:6udveWUgX4vu75FF0DTrXV,"k-pop,korean r&b",1393585
82,https://api.spotify.com/v1/artists/6udveWUgX4vu75FF0DTrXV,6udveWUgX4vu75FF0DTrXV,TAEYANG,61,artist,spotify:artist:6udveWUgX4vu75FF0DTrXV,"k-pop,korean r&b",1393585
83,https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv,6OwKE9Ez6ALxpTaKcT5ayv,AKMU,61,artist,spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv,k-pop,1667969
84,https://api.spotify.com/v1/artists/3cjEqqelV9zb4BYE3qDQ4O,3cjEqqelV9zb4BYE3qDQ4O,EXO,68,artist,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,"k-pop,k-pop boy group",9424189
85,https://api.spotify.com/v1/artists/3UwlejyX2b458azZ7eCnHb,3UwlejyX2b458azZ7eCnHb,HyunA,51,artist,spotify:artist:3UwlejyX2b458azZ7eCnHb,k-pop,2285417
86,https://api.spotify.com/v1/artists/05uheFGPahVh2nHIZK1KuB,05uheFGPahVh2nHIZK1KuB,Jenyer,11,artist,spotify:artist:05uheFGPahVh2nHIZK1KuB,,19805
87,https://api.spotify.com/v1/artists/6LPOT9C3gvGQHxlZtMLHHg,6LPOT9C3gvGQHxlZtMLHHg,YEZI,25,artist,spotify:artist:6LPOT9C3gvGQHxlZtMLHHg,k-pop,134094
88,https://api.spotify.com/v1/artists/0bxSJJ7V2M4Zb9lpRzWPD8,0bxSJJ7V2M4Zb9lpRzWPD8,JIMIN,23,artist,spotify:artist:0bxSJJ7V2M4Zb9lpRzWPD8,k-pop,284514
89,https://api.spotify.com/v1/artists/436sYg6CZhNefQJogaXeK0,436sYg6CZhNefQJogaXeK0,Camille Saint-Saëns,63,artist,spotify:artist:436sYg6CZhNefQJogaXeK0,"classical,french romanticism,late romantic era",386344
90,https://api.spotify.com/v1/artists/32zeX1IoVKAGWMyy1isKUq,32zeX1IoVKAGWMyy1isKUq,No Vacation,54,artist,spotify:artist:32zeX1IoVKAGWMyy1isKUq,"chill dream pop,indie garage rock,indie pop,indie surf",460457
91,https://api.spotify.com/v1/artists/5BCnLrqpwYtufR1bDWn0hG,5BCnLrqpwYtufR1bDWn0hG,Banes World,44,artist,spotify:artist:5BCnLrqpwYtufR1bDWn0hG,bedroom pop,258717
92,https://api.spotify.com/v1/artists/5712BvYQ5m5Wcah576OFH4,5712BvYQ5m5Wcah576OFH4,PWR BTTM,29,artist,spotify:artist:5712BvYQ5m5Wcah576OFH4,queercore,44912
93,https://api.spotify.com/v1/artists/4bthk9UfsYUYdcFyqxmSUU,4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,73,artist,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop",3454031
94,https://api.spotify.com/v1/artists/3g3ew6TtLErig0QaTcSaPt,3g3ew6TtLErig0QaTcSaPt,Natureboy,0,artist,spotify:artist:3g3ew6TtLErig0QaTcSaPt,,816
95,https://api.spotify.com/v1/artists/4jCIAMb0zEArF3GYEYzoDk,4jCIAMb0zEArF3GYEYzoDk,Joy Again,61,artist,spotify:artist:4jCIAMb0zEArF3GYEYzoDk,pov: indie,309595
96,https://api.spotify.com/v1/artists/5M0HAqHXyOh3q7WQnvce8o,5M0HAqHXyOh3q7WQnvce8o,Part Time,44,artist,spotify:artist:5M0HAqHXyOh3q7WQnvce8o,"hypnagogic pop,indie garage rock",103592
97,https://api.spotify.com/v1/artists/4wyNyxs74Ux8UIDopNjIai,4wyNyxs74Ux8UIDopNjIai,King Krule,58,artist,spotify:artist:4wyNyxs74Ux8UIDopNjIai,uk alternative pop,838873
98,https://api.spotify.com/v1/artists/5gcDZA9xXCOspWgQilUYIu,5gcDZA9xXCOspWgQilUYIu,The Preatures,38,artist,spotify:artist:5gcDZA9xXCOspWgQilUYIu,"australian indie,australian indie rock",70835
99,https://api.spotify.com/v1/artists/4OrizGCKhOrW6iDDJHN9xd,4OrizGCKhOrW6iDDJHN9xd,DIIV,52,artist,spotify:artist:4OrizGCKhOrW6iDDJHN9xd,"brooklyn indie,dream pop,dreamo,indie rock,indie surf,modern dream pop,neo-psychedelic,new york shoegaze,nu gaze,shoegaze",373551
100,https://api.spotify.com/v1/artists/5QP6YlOw9QlFgb6pRG6euk,5QP6YlOw9QlFgb6pRG6euk,Gazebos,0,artist,spotify:artist:5QP6YlOw9QlFgb6pRG6euk,,1151
101,https://api.spotify.com/v1/artists/3h0MN1neFknEvlYKxFmSQW,3h0MN1neFknEvlYKxFmSQW,Tacocat,30,artist,spotify:artist:3h0MN1neFknEvlYKxFmSQW,"bubblegrunge,indie punk,indie surf,power-pop punk,riot grrrl,seattle indie",50440
102,https://api.spotify.com/v1/artists/5kxbczSLck59eyR8GDsHd6,5kxbczSLck59eyR8GDsHd6,Army Navy,16,artist,spotify:artist:5kxbczSLck59eyR8GDsHd6,modern power pop,2992
103,https://api.spotify.com/v1/artists/4Xo1N4V7w6qX23OHAPcLCe,4Xo1N4V7w6qX23OHAPcLCe,The Lonely Forest,15,artist,spotify:artist:4Xo1N4V7w6qX23OHAPcLCe,washington indie,13647
104,https://api.spotify.com/v1/artists/78inRkIIF0n9R9I2HPoWP7,78inRkIIF0n9R9I2HPoWP7,Rooney,39,artist,spotify:artist:78inRkIIF0n9R9I2HPoWP7,modern power pop,85229
105,https://api.spotify.com/v1/artists/3MM8mtgFzaEJsqbjZBSsHJ,3MM8mtgFzaEJsqbjZBSsHJ,Bloc Party,59,artist,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,"alternative dance,alternative rock,dance-punk,indie rock,indietronica,modern rock,neo-synthpop,new rave",1130462
106,https://api.spotify.com/v1/artists/5IWCU0V9evBlW4gIeGY4zF,5IWCU0V9evBlW4gIeGY4zF,Waxahatchee,55,artist,spotify:artist:5IWCU0V9evBlW4gIeGY4zF,"alabama indie,bubblegrunge,chamber pop,countrygaze,indie pop,indie rock",214753
107,https://api.spotify.com/v1/artists/2Jv5eshHtLycR6R8KQCdc4,2Jv5eshHtLycR6R8KQCdc4,Grizzly Bear,53,artist,spotify:artist:2Jv5eshHtLycR6R8KQCdc4,"art pop,baroque pop,brooklyn indie,indie rock,neo-synthpop,new weird america",842700
108,https://api.spotify.com/v1/artists/5BvJzeQpmsdsFp4HGUYUEx,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,67,artist,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,"baroque pop,chamber pop,garage rock,indie rock,indietronica,modern rock",1945484
109,https://api.spotify.com/v1/artists/1ZFl1BJzJDj3SdxLD4P48Z,1ZFl1BJzJDj3SdxLD4P48Z,The Babies,28,artist,spotify:artist:1ZFl1BJzJDj3SdxLD4P48Z,"garage pop,indie garage rock,noise pop",43887
110,https://api.spotify.com/v1/artists/0vRO9bFgOrDoFtLcDHV8b6,0vRO9bFgOrDoFtLcDHV8b6,Kopecky,18,artist,spotify:artist:0vRO9bFgOrDoFtLcDHV8b6,nashville indie,21897
111,https://api.spotify.com/v1/artists/1kDGbuxWknIKx4FlgWxiSp,1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves,66,artist,spotify:artist:1kDGbuxWknIKx4FlgWxiSp,"alternative pop rock,modern alternative rock,modern rock",1174573
